# Program:featureCounts v2.0.1; Command:"featureCounts" "--verbose" "-a" "./PROKKA_06012021.gtf" "-t" "CDS" "-o" "final_featureCounts.txt" "./sorted_bam/AA24-1.sorted.bam" "./sorted_bam/AA24-2.sorted.bam" "./sorted_bam/AA24-3.sorted.bam" "./sorted_bam/AA3-1.sorted.bam" "./sorted_bam/AA3-2.sorted.bam" "./sorted_bam/AA3-3.sorted.bam" "./sorted_bam/AA72-1.sorted.bam" "./sorted_bam/AA72-2.sorted.bam" "./sorted_bam/AA72-3.sorted.bam" "./sorted_bam/AAF24-1.sorted.bam" "./sorted_bam/AAF24-2.sorted.bam" "./sorted_bam/AAF24-3.sorted.bam" "./sorted_bam/AAF3-1.sorted.bam" "./sorted_bam/AAF3-2.sorted.bam" "./sorted_bam/AAF3-3.sorted.bam" "./sorted_bam/AAF72-1.sorted.bam" "./sorted_bam/AAF72-2.sorted.bam" "./sorted_bam/AAF72-3.sorted.bam" "./sorted_bam/ABBL18TSB.sorted.bam" "./sorted_bam/ABGA24-1.sorted.bam" "./sorted_bam/ABGA24-2.sorted.bam" "./sorted_bam/ABGA24-3.sorted.bam" "./sorted_bam/ABGA3-1.sorted.bam" "./sorted_bam/ABGA3-2.sorted.bam" "./sorted_bam/ABGA3-3.sorted.bam" "./sorted_bam/ABGA72-1.sorted.bam" "./sorted_bam/ABGA72-2.sorted.bam" "./sorted_bam/ABGA72-3.sorted.bam" "./sorted_bam/ABGW24-1.sorted.bam" "./sorted_bam/ABGW24-2.sorted.bam" "./sorted_bam/ABGW24-3.sorted.bam" "./sorted_bam/ABGW3-1.sorted.bam" "./sorted_bam/ABGW3-2.sorted.bam" "./sorted_bam/ABGW3-3.sorted.bam" "./sorted_bam/ABGW72-1.sorted.bam" "./sorted_bam/ABGW72-2.sorted.bam" "./sorted_bam/ABGW72-3.sorted.bam" "./sorted_bam/AVEG24-1.sorted.bam" "./sorted_bam/AVEG24-2.sorted.bam" "./sorted_bam/AVEG24-3.sorted.bam" "./sorted_bam/AVEG3-1.sorted.bam" "./sorted_bam/AVEG3-2.sorted.bam" "./sorted_bam/AVEG3-3.sorted.bam" "./sorted_bam/AVEG72-1.sorted.bam" "./sorted_bam/AVEG72-2.sorted.bam" "./sorted_bam/AVEG72-3.sorted.bam" "./sorted_bam/AW24-1.sorted.bam" "./sorted_bam/AW24-2.sorted.bam" "./sorted_bam/AW24-3.sorted.bam" "./sorted_bam/AW3-1.sorted.bam" "./sorted_bam/AW3-2.sorted.bam" "./sorted_bam/AW3-3.sorted.bam" "./sorted_bam/AW72-1.sorted.bam" "./sorted_bam/AW72-2.sorted.bam" "./sorted_bam/AW72-3.sorted.bam" "-F" "GTF" "-g" "gene_id" 
Geneid	Chr	Start	End	Strand	Length	./sorted_bam/AA24-1.sorted.bam	./sorted_bam/AA24-2.sorted.bam	./sorted_bam/AA24-3.sorted.bam	./sorted_bam/AA3-1.sorted.bam	./sorted_bam/AA3-2.sorted.bam	./sorted_bam/AA3-3.sorted.bam	./sorted_bam/AA72-1.sorted.bam	./sorted_bam/AA72-2.sorted.bam	./sorted_bam/AA72-3.sorted.bam	./sorted_bam/AAF24-1.sorted.bam	./sorted_bam/AAF24-2.sorted.bam	./sorted_bam/AAF24-3.sorted.bam	./sorted_bam/AAF3-1.sorted.bam	./sorted_bam/AAF3-2.sorted.bam	./sorted_bam/AAF3-3.sorted.bam	./sorted_bam/AAF72-1.sorted.bam	./sorted_bam/AAF72-2.sorted.bam	./sorted_bam/AAF72-3.sorted.bam	./sorted_bam/ABBL18TSB.sorted.bam	./sorted_bam/ABGA24-1.sorted.bam	./sorted_bam/ABGA24-2.sorted.bam	./sorted_bam/ABGA24-3.sorted.bam	./sorted_bam/ABGA3-1.sorted.bam	./sorted_bam/ABGA3-2.sorted.bam	./sorted_bam/ABGA3-3.sorted.bam	./sorted_bam/ABGA72-1.sorted.bam	./sorted_bam/ABGA72-2.sorted.bam	./sorted_bam/ABGA72-3.sorted.bam	./sorted_bam/ABGW24-1.sorted.bam	./sorted_bam/ABGW24-2.sorted.bam	./sorted_bam/ABGW24-3.sorted.bam	./sorted_bam/ABGW3-1.sorted.bam	./sorted_bam/ABGW3-2.sorted.bam	./sorted_bam/ABGW3-3.sorted.bam	./sorted_bam/ABGW72-1.sorted.bam	./sorted_bam/ABGW72-2.sorted.bam	./sorted_bam/ABGW72-3.sorted.bam	./sorted_bam/AVEG24-1.sorted.bam	./sorted_bam/AVEG24-2.sorted.bam	./sorted_bam/AVEG24-3.sorted.bam	./sorted_bam/AVEG3-1.sorted.bam	./sorted_bam/AVEG3-2.sorted.bam	./sorted_bam/AVEG3-3.sorted.bam	./sorted_bam/AVEG72-1.sorted.bam	./sorted_bam/AVEG72-2.sorted.bam	./sorted_bam/AVEG72-3.sorted.bam	./sorted_bam/AW24-1.sorted.bam	./sorted_bam/AW24-2.sorted.bam	./sorted_bam/AW24-3.sorted.bam	./sorted_bam/AW3-1.sorted.bam	./sorted_bam/AW3-2.sorted.bam	./sorted_bam/AW3-3.sorted.bam	./sorted_bam/AW72-1.sorted.bam	./sorted_bam/AW72-2.sorted.bam	./sorted_bam/AW72-3.sorted.bam
LJGBIDFA_00048	NODE_1_length_243214_cov_43.488979	54464	55255	-	792	1170	2886	2235	2014	1696	1870	1418	2155	2385	5021	2330	2468	2632	10076	14304	11836	14188	16473	5041	2159	4591	3553	3660	3960	1566	4186	5815	10775	2661	1463	2909	2694	4519	3774	3038	4669	2594	4652	2231	2103	1517	1825	1022	1972	1913	4948	6588	2070	3794	5164	4002	4696	5596	2711	3750
LJGBIDFA_00049	NODE_1_length_243214_cov_43.488979	55246	56022	-	777	1238	2699	2738	1952	1859	2543	1705	2424	3141	6011	2141	3462	2975	10482	16637	11701	13917	15716	4111	1804	4637	3528	3540	5060	2110	3917	5489	9429	2834	1536	2865	3052	4046	4291	2644	4589	2249	3892	1866	1766	1369	1474	856	1917	1954	5321	11126	5022	6251	5811	4395	5345	4278	3241	4470
LJGBIDFA_00050	NODE_1_length_243214_cov_43.488979	56062	57294	-	1233	7195	15197	12831	9392	8449	11764	8344	12752	14354	16480	11712	8777	12207	25761	31054	32288	34030	38475	9711	11441	13244	10837	9482	11008	7233	11749	16951	24375	9693	5754	11626	9969	8511	13374	8106	11218	9391	11833	9422	11419	7283	8479	4746	7087	9731	12720	15403	7500	10463	12720	11163	13069	7238	5158	7236
LJGBIDFA_00051	NODE_1_length_243214_cov_43.488979	57417	57848	-	432	191	559	564	849	1061	622	401	468	532	1477	864	713	1626	3170	1721	2596	2341	3306	17005	1583	2089	1807	4121	2311	1447	2612	2422	2945	1000	720	594	2225	3305	2961	1181	2425	1195	2361	1318	886	1273	1559	1084	1061	786	2279	3017	1085	2358	2063	1502	2006	1517	1053	1828
LJGBIDFA_00052	NODE_1_length_243214_cov_43.488979	57962	58162	-	201	108	351	442	399	332	377	222	254	300	1625	224	758	533	1761	1424	1677	1828	2023	1272	316	1277	1432	1394	1242	1262	1727	1516	1715	899	567	671	1138	1887	1337	1245	1591	953	613	240	187	285	266	177	234	173	718	1666	611	1298	1295	1032	1157	630	523	933
LJGBIDFA_00053	NODE_1_length_243214_cov_43.488979	58262	58813	-	552	463	1661	1173	2107	2152	2244	619	790	1067	4881	622	3662	4386	4589	2884	4422	3603	3552	2127	1292	3659	5499	4385	4281	4266	5969	4169	3839	5008	2657	4917	6295	4331	5745	4154	4497	4817	1087	569	354	1029	847	427	650	401	1267	2688	1087	1472	3290	3320	3156	655	548	1242
LJGBIDFA_00054	NODE_1_length_243214_cov_43.488979	58838	60124	-	1287	154	410	483	412	314	555	233	240	416	1431	264	1397	1021	1492	1841	1420	1584	1906	515	280	1235	1508	1216	1697	890	1231	1194	1546	1129	473	983	1415	1562	1576	820	1400	881	544	290	160	271	231	156	261	225	724	1751	611	824	729	556	750	361	399	751
LJGBIDFA_00055	NODE_1_length_243214_cov_43.488979	60275	62458	-	2184	2700	7802	6421	8791	6746	8865	3672	5679	7124	12166	6959	9550	15487	13930	11632	12445	12588	16045	18666	6876	13010	12328	15277	12901	7857	12052	14411	15508	9561	4978	8976	10703	15641	13704	8141	13226	9176	14773	8320	5731	8608	9390	6233	7507	5562	15111	12162	4767	8507	10897	10062	11683	6351	4414	6599
LJGBIDFA_00056	NODE_1_length_243214_cov_43.488979	62651	63670	+	1020	480	1022	940	1338	1404	1739	565	674	1028	2228	1133	2078	3228	2304	2499	1870	2223	2869	2770	1200	1575	1862	2455	1906	1067	1467	1755	2220	1773	633	1726	2106	2338	2769	1261	2252	1918	1313	823	603	1092	1070	664	861	639	1620	1169	577	793	1468	1536	1586	688	622	825
LJGBIDFA_00057	NODE_1_length_243214_cov_43.488979	63996	64838	+	843	205	474	586	600	584	566	321	402	577	1400	261	1038	1436	2126	2448	1959	2180	2610	921	311	1435	1149	1333	1194	947	1321	1404	1955	801	490	665	948	1510	1048	904	1225	650	945	548	229	456	501	382	483	293	1095	1277	472	751	967	544	826	444	325	545
LJGBIDFA_00058	NODE_1_length_243214_cov_43.488979	64893	66206	-	1314	772	1874	2429	2849	2888	2295	1563	1679	2836	8169	882	4644	6052	10319	10166	10095	11145	12692	1588	1005	7693	5634	4909	5935	7018	6924	6964	7943	2604	2314	2252	5014	5877	3469	3842	6280	2965	1316	596	318	913	877	557	721	436	1658	5394	3438	4258	5066	4223	4792	1988	1377	2861
LJGBIDFA_00059	NODE_1_length_243214_cov_43.488979	66506	67771	+	1266	1570	6129	4167	5900	5454	5826	2381	3622	4064	10812	3207	6470	8412	10971	9782	12371	11959	13392	4212	3555	7412	8466	7812	6691	7183	9503	9674	10854	6490	4598	7390	7950	8250	9064	6990	10375	7592	3667	2610	2598	3267	2890	1699	1981	2010	3534	6641	3662	7082	8551	9476	10091	4360	3333	3910
LJGBIDFA_00060	NODE_1_length_243214_cov_43.488979	67876	69504	-	1629	1035	2244	1871	2371	3494	2527	1230	1889	1970	3255	2899	2356	4604	4016	3955	3605	4089	5111	6962	2605	4070	3117	4565	2942	2662	3270	3355	3495	2371	1221	2379	2768	3886	3802	1964	3856	2449	5556	4259	2963	3852	4534	2947	4288	2700	6171	3184	1379	2018	1936	2141	2366	1780	1523	1874
LJGBIDFA_00061	NODE_1_length_243214_cov_43.488979	69678	70190	-	513	182	444	429	977	1766	1269	281	365	482	1124	846	881	1986	1778	1450	1221	1461	1695	2543	703	1326	1181	2091	1445	866	1092	1022	1100	915	397	667	1240	1360	1504	714	1051	780	1442	935	669	1539	1480	992	995	700	1918	1071	387	384	894	777	947	829	647	591
LJGBIDFA_00062	NODE_1_length_243214_cov_43.488979	70208	71566	-	1359	454	1180	812	2201	3468	1720	640	753	856	2282	2005	1644	4058	3456	2696	2554	2707	3342	4579	1804	2680	2161	4176	1951	1831	2414	2378	2551	1908	911	2007	2010	3198	3468	1661	2333	2266	4242	3200	1902	4222	4252	2597	2949	1823	4853	2025	727	1016	1812	1917	2030	2125	1624	1198
LJGBIDFA_00063	NODE_1_length_243214_cov_43.488979	71762	72382	-	621	597	1492	1107	1605	1873	1082	781	1266	1151	1068	1849	695	2073	1855	1345	1065	1522	2145	2390	1361	1530	1128	1945	972	677	1180	1320	1299	1015	583	884	1002	1506	1600	935	1658	927	3175	2290	1829	2336	2155	1592	1862	1792	3288	871	360	505	1268	1108	1281	2091	2980	1149
LJGBIDFA_00064	NODE_1_length_243214_cov_43.488979	72403	74256	-	1854	2523	4582	4121	4456	5611	4106	2844	4818	5330	3289	6331	2344	7358	5941	4668	3625	4899	6978	7857	4381	5281	3757	6584	3638	2297	3473	5120	5238	4016	2675	2379	3336	6828	4704	2763	5807	3433	10549	8055	6830	7853	7943	4801	6830	6457	12033	4473	1557	2490	5087	4977	5263	8118	10388	4639
LJGBIDFA_00065	NODE_1_length_243214_cov_43.488979	74959	76221	+	1263	4331	11780	11759	14518	11891	20484	5853	6778	9896	18734	8267	15884	40691	22351	12604	13669	15284	19075	7528	10385	34625	21692	20623	21678	21341	20120	20901	14768	19121	8856	21302	24245	15938	27219	15520	19592	19043	15833	9394	6239	8872	10058	7469	9882	7606	21046	12005	5283	7862	15581	16520	14225	4484	3671	4828
LJGBIDFA_00066	NODE_1_length_243214_cov_43.488979	76264	78408	+	2145	2934	7162	7282	9916	7108	10270	3873	4385	5983	9988	6921	6517	22583	15821	9433	9816	12625	18490	14017	9096	34806	13865	15425	13172	10991	14242	15607	10690	10962	4974	12117	12833	11158	14034	8122	13833	11576	20370	11503	5368	7716	10021	8722	11473	7499	24861	15745	5399	9495	8313	5967	8921	6227	4430	7459
LJGBIDFA_00067	NODE_1_length_243214_cov_43.488979	78636	80162	+	1527	1425	3383	1919	2527	2848	2250	1530	2647	2318	2449	2403	1213	3701	6867	9005	6936	8080	11263	19549	2308	6873	4486	7026	7033	2557	4981	7469	9420	2190	1981	1532	4040	8330	4990	4094	7186	2477	3903	2208	2174	2405	2730	1787	2223	1835	4502	3546	1765	2400	3375	3314	3937	3027	1850	1892
LJGBIDFA_00068	NODE_1_length_243214_cov_43.488979	80304	80858	+	555	138	343	384	359	371	446	159	233	400	2477	224	1554	821	1997	2928	2696	2498	2737	702	174	889	946	977	987	837	931	1169	1839	809	383	1023	927	1400	1128	749	1634	737	338	132	161	249	174	126	106	149	505	817	294	359	800	580	746	270	237	349
LJGBIDFA_00069	NODE_1_length_243214_cov_43.488979	80883	81599	-	717	304	1198	1380	1219	1008	1425	613	830	1464	6832	239	5176	2365	6625	7219	7395	7609	8601	891	364	2121	2414	2143	3210	2004	2914	3370	4774	1738	1150	2708	2428	3186	2893	2161	3416	1573	718	230	214	364	446	278	325	256	1039	2875	1081	1178	3827	2966	3116	867	537	1055
LJGBIDFA_00070	NODE_1_length_243214_cov_43.488979	81747	83060	-	1314	12403	31583	17638	13440	12486	9591	12323	23810	20276	13063	18461	6918	16791	17577	13775	16429	16604	23145	20334	20507	18613	15385	19258	12094	10095	15307	18277	19435	10166	7217	8021	10745	13289	13485	12582	13241	9300	23568	18320	24213	16108	16109	8954	10929	16230	18643	11879	8813	16372	9488	9049	10525	16255	11671	8526
LJGBIDFA_00071	NODE_1_length_243214_cov_43.488979	83162	83767	-	606	1599	4613	3656	5505	5434	5203	1838	3076	4325	6381	3750	5132	8790	6284	5033	5741	5314	6586	6984	4950	6165	6648	8360	5387	4500	5854	6442	6953	5608	3389	4843	6523	6697	7742	4255	5841	5928	4986	3946	3986	5455	4879	2923	2805	3076	5288	3600	1878	2764	4502	4632	4758	1748	1347	2200
LJGBIDFA_00072	NODE_1_length_243214_cov_43.488979	83960	85294	-	1335	1575	4006	2993	2830	3165	2382	1960	3345	3298	3894	3701	2259	4036	7481	7572	7720	7518	10649	27798	3422	6432	5200	7073	6326	3591	6238	6781	9743	3139	4034	2395	5100	7581	7308	5584	7152	3503	6683	4601	4182	3704	4397	3088	3644	3549	6767	5171	1761	2878	4545	4360	4274	5309	4135	2760
LJGBIDFA_00073	NODE_1_length_243214_cov_43.488979	85709	87997	+	2289	395	1203	1207	1352	1311	1562	644	887	1126	2954	887	1737	2464	4241	4414	4152	4050	4631	1123	797	2582	2455	3185	3096	2106	2561	3008	3599	1870	1261	1987	3903	3647	5287	2006	2768	1846	1180	709	594	798	729	494	755	592	1395	4669	1651	2623	3220	2386	3277	1723	1193	2375
LJGBIDFA_00074	NODE_1_length_243214_cov_43.488979	88104	88787	+	684	399	860	817	900	795	876	476	739	835	2033	816	1227	1733	2631	3070	2774	2979	3251	2499	715	1879	1687	1649	1935	1581	1888	1735	2144	1204	710	1088	1817	1433	1641	993	1757	1143	710	369	353	419	355	255	359	434	942	2363	772	1139	1224	776	1119	560	399	832
LJGBIDFA_00075	NODE_1_length_243214_cov_43.488979	89246	90943	+	1698	5532	12836	8149	9217	9450	8047	5527	10570	9437	9129	16171	5968	82740	21654	10803	11644	12188	15260	21818	19565	17822	13367	20843	9879	8846	12938	15622	12897	12476	6812	10386	13651	11357	15062	9488	12728	12118	12716	10856	9776	16461	15389	9899	7631	8879	12102	34237	44450	87783	51883	42378	48824	20733	15157	17730
LJGBIDFA_00076	NODE_1_length_243214_cov_43.488979	91027	92187	+	1161	937	1777	1590	1860	1781	1442	925	1717	1746	2929	1785	1869	3883	3540	3046	3606	3423	3726	4366	1727	3131	2613	3095	2586	1708	2698	2923	2865	2081	1051	2095	2413	2747	2854	1590	2517	2062	2836	2203	1735	2452	2195	1498	1849	1741	3027	2631	838	1510	1543	1200	1470	1485	1271	1208
LJGBIDFA_00077	NODE_1_length_243214_cov_43.488979	92187	92780	+	594	1201	2749	2762	3704	3928	4756	1598	2025	3293	14305	2407	12370	7997	8334	8850	9427	7936	6959	5581	2075	9318	13397	10802	12865	13260	13561	9179	8827	8945	7449	8305	14070	12830	11727	8476	11539	8723	2682	1936	1636	2688	2508	1417	1798	1793	3519	3680	2227	2334	9708	11645	10214	2714	1877	1636
LJGBIDFA_00078	NODE_1_length_243214_cov_43.488979	92777	93364	+	588	933	2630	2680	3931	3847	3192	1344	1810	2540	10077	2079	5658	5972	9288	8266	11910	8951	9568	6706	2649	7970	10375	9550	7986	10176	13403	9635	10866	6435	5059	5201	9923	10129	8979	8048	9545	7083	3189	2359	1672	2841	2706	1643	1720	1601	3314	3789	2216	2657	11040	14109	13377	2533	1764	2024
LJGBIDFA_00079	NODE_1_length_243214_cov_43.488979	93507	94052	+	546	12	40	145	165	220	158	67	31	133	661	33	421	368	473	615	676	479	477	1016	90	235	257	298	305	115	306	266	355	205	155	239	228	412	257	190	259	168	209	103	57	114	149	72	100	81	277	529	135	113	313	203	246	99	97	162
LJGBIDFA_00080	NODE_1_length_243214_cov_43.488979	94112	94738	+	627	59	215	310	296	366	301	177	151	185	1070	107	569	492	1185	1096	1538	1270	1553	1385	221	652	761	631	740	731	862	815	1016	440	206	483	604	765	617	393	725	351	399	139	97	212	181	141	164	100	407	1140	344	391	536	356	429	259	135	451
LJGBIDFA_00081	NODE_1_length_243214_cov_43.488979	94953	95828	-	876	34	168	135	147	162	228	74	121	217	661	80	459	275	677	776	852	742	866	802	109	428	326	356	404	309	455	422	696	247	127	280	409	558	365	480	501	232	219	110	58	102	70	99	108	89	291	1127	298	404	358	195	317	244	222	295
LJGBIDFA_00082	NODE_1_length_243214_cov_43.488979	96081	96299	+	219	7	29	40	33	40	57	5	16	20	154	20	143	90	171	189	175	159	169	97	19	68	100	83	81	60	103	87	87	71	91	108	89	164	151	47	103	70	27	3	3	26	9	3	21	15	35	205	46	107	88	44	67	89	70	96
LJGBIDFA_00083	NODE_1_length_243214_cov_43.488979	96311	96748	+	438	5	58	52	96	62	102	17	33	40	188	25	113	104	281	214	203	197	254	134	49	89	102	110	102	62	72	134	221	122	41	94	95	173	180	132	159	117	36	29	24	19	36	24	41	11	63	291	59	168	137	131	131	115	78	106
LJGBIDFA_00084	NODE_1_length_243214_cov_43.488979	96745	97515	+	771	57	107	100	176	129	213	41	115	157	339	136	269	361	456	353	393	353	322	281	141	209	203	282	211	200	216	243	255	165	65	237	214	307	272	176	283	190	128	73	51	67	98	40	70	63	120	540	231	374	370	253	277	227	171	268
LJGBIDFA_00085	NODE_1_length_243214_cov_43.488979	97688	99868	+	2181	295	677	641	675	505	669	366	512	672	1730	531	1097	1073	1728	1913	1965	2005	2040	431	433	1210	1153	1108	1112	978	1291	1512	1548	841	497	951	1236	1777	1146	943	1611	907	423	292	337	327	295	195	279	301	567	2581	894	1309	1184	1006	1194	823	557	1033
LJGBIDFA_00086	NODE_1_length_243214_cov_43.488979	100076	102268	+	2193	143	387	439	348	229	446	212	338	407	1468	196	910	610	1417	1751	1723	1658	2053	701	259	1183	982	919	1232	696	1162	1279	1590	677	574	645	832	1464	854	709	1470	598	463	173	124	241	255	175	263	209	641	1289	538	739	704	436	619	522	370	558
LJGBIDFA_00087	NODE_1_length_243214_cov_43.488979	102311	103090	-	780	208	568	531	687	658	796	323	307	525	1523	353	941	1061	1583	1661	1815	1843	1808	455	432	1296	1542	1336	1363	1428	1546	1222	1403	684	709	618	1105	1174	1123	1313	1411	711	406	178	162	291	305	194	178	171	472	2499	889	1286	1176	973	1162	582	641	1383
LJGBIDFA_00088	NODE_1_length_243214_cov_43.488979	103184	104002	+	819	312	1137	785	1707	1677	1924	309	503	716	2510	583	1844	3147	2089	1590	2113	1551	1552	3640	1148	1365	2043	2728	1995	1590	1811	1774	1716	2082	990	2045	2294	1990	2911	963	1867	2007	1044	782	473	1230	1410	789	859	435	1077	2538	968	1114	1526	1492	1500	602	525	1093
LJGBIDFA_00089	NODE_1_length_243214_cov_43.488979	104076	104435	+	360	64	94	119	225	231	242	82	66	112	530	77	488	501	486	497	480	562	434	695	103	292	368	445	466	276	320	357	337	249	138	268	364	455	446	218	392	181	124	86	89	162	157	72	109	65	199	808	291	195	386	303	318	177	99	279
LJGBIDFA_00090	NODE_1_length_243214_cov_43.488979	104446	104808	+	363	23	58	71	96	106	153	29	27	105	290	41	254	276	355	442	315	393	440	399	67	215	204	250	200	164	157	152	288	147	113	122	194	317	205	136	226	132	161	58	31	97	75	60	58	44	145	709	279	227	281	225	332	141	100	300
LJGBIDFA_00091	NODE_1_length_243214_cov_43.488979	104931	105773	+	843	198	571	528	777	954	778	343	310	519	1210	484	773	1703	2278	2324	1774	2285	2873	5899	712	2489	1672	2739	2252	1025	1406	1956	2290	1123	720	768	1443	2250	1744	1202	1907	982	1415	748	422	667	886	591	653	465	1590	1762	606	874	1130	772	1159	732	671	770
LJGBIDFA_00092	NODE_1_length_243214_cov_43.488979	105818	106327	+	510	65	259	158	266	218	237	114	136	172	436	232	305	474	906	838	696	826	1167	1957	207	898	539	835	703	392	567	711	949	281	298	312	510	645	571	392	756	373	577	350	174	308	315	209	330	172	689	552	206	245	446	274	402	219	194	295
LJGBIDFA_00093	NODE_1_length_243214_cov_43.488979	106342	107397	+	1056	477	1021	1086	1254	1160	1358	523	609	1016	3566	845	2116	2394	4321	4575	4543	4332	5098	2753	778	2948	2552	2501	2682	2007	2422	2956	3751	1666	1111	1951	2136	3200	2564	1362	2869	1851	1744	804	538	784	789	568	825	574	1933	1966	714	1005	1613	1298	1465	575	514	805
LJGBIDFA_00094	NODE_1_length_243214_cov_43.488979	107498	108019	+	522	1776	7200	3773	7666	8697	8934	2023	3582	3631	9925	3002	7412	7939	6549	4860	8065	4633	4188	3387	3155	3340	7651	5619	5027	5726	7851	5390	6182	9319	4336	11143	9191	5074	11730	5573	5597	8677	2677	2213	1873	2954	2271	1497	1789	1416	2321	5415	2161	4252	8012	9378	9271	2349	1902	3204
LJGBIDFA_00095	NODE_1_length_243214_cov_43.488979	108080	108484	-	405	728	2294	1454	2230	2624	1823	757	1490	1413	3041	2505	1747	4351	6628	5979	6032	6736	8162	1171	3625	5313	5138	6589	5591	3025	6312	7697	9647	2822	2124	2214	3649	8449	4675	5730	6818	3270	1180	938	833	1448	1169	794	637	756	1289	2524	735	1782	2292	2589	2623	2063	1337	1619
LJGBIDFA_00096	NODE_1_length_243214_cov_43.488979	108484	109104	-	621	374	1039	921	1918	1955	1316	460	876	837	2312	2194	825	3605	8134	10209	7625	9595	10732	1510	2966	6947	5407	8957	8492	1719	7148	10577	15411	1826	2035	552	2874	12409	4113	7004	8553	2314	1294	717	764	1298	1228	976	632	623	1460	3632	714	2275	1889	1595	1968	2124	1518	2137
LJGBIDFA_00097	NODE_1_length_243214_cov_43.488979	109149	109904	-	756	412	1109	1474	2165	1863	2029	639	761	1012	6174	1448	2627	4600	12436	17295	12174	13158	12342	1665	1468	8513	9392	9843	15172	4971	9894	11414	16380	3515	2866	1698	5994	15444	5621	11349	13204	4485	1066	442	464	1017	712	648	474	512	1416	8158	1448	3448	2172	1699	2175	2952	1226	2494
LJGBIDFA_00098	NODE_1_length_243214_cov_43.488979	110296	111159	-	864	241	523	537	461	580	467	206	337	473	1448	903	833	1186	3176	2805	3493	3243	3181	2332	1392	2345	1716	2172	2275	1422	2058	2533	3517	885	845	679	1274	2070	1516	1264	2016	899	685	382	373	512	477	326	322	303	604	1450	602	731	1021	711	896	829	784	720
LJGBIDFA_00099	NODE_1_length_243214_cov_43.488979	111234	111926	-	693	334	902	952	685	572	879	593	662	918	3264	1731	1784	1930	4277	4248	5027	4385	3771	1338	2410	3566	2851	2864	3301	2125	3161	3672	4443	1793	1098	1249	2254	2506	2328	1885	2463	1901	745	476	437	497	526	272	334	463	870	1932	912	1179	1269	986	1332	728	627	1224
LJGBIDFA_00100	NODE_1_length_243214_cov_43.488979	112039	113487	+	1449	2612	4448	3584	7591	8348	7598	2347	3465	3991	19874	41612	9519	45320	33983	22999	30130	38616	48510	5963	108216	101342	50559	81357	37055	30840	45033	75738	44971	32016	21278	20989	36267	39801	36366	31851	49250	36722	4019	2488	1559	1820	2411	1453	2394	1582	3610	9793	6411	9316	20254	21918	22609	5159	4949	8514
LJGBIDFA_00101	NODE_1_length_243214_cov_43.488979	113655	113891	+	237	1927	3639	2688	3341	3884	4041	1553	2753	2907	2799	7741	1996	9381	5298	3217	3036	4807	6972	10536	13747	13370	6557	13737	5656	4277	5862	8324	4347	3778	1852	2701	4697	4307	4976	3540	5486	4088	1850	1596	1773	1633	1543	1135	1339	1547	1603	1366	1151	1270	1710	1583	2011	1799	1191	1018
LJGBIDFA_00102	NODE_1_length_243214_cov_43.488979	113904	114059	+	156	1249	3211	1900	3160	3540	3036	1292	2389	2019	2080	4691	1408	6148	4215	2036	2676	2864	4135	9314	9504	7340	4556	8248	3727	3153	4770	5552	2700	2360	1274	1744	3005	2912	4128	2282	4123	2748	1549	1534	1556	1525	1462	1070	1112	1312	1505	1289	1042	1323	1665	1328	1705	1560	1135	699
LJGBIDFA_00103	NODE_1_length_243214_cov_43.488979	114209	115918	+	1710	396	847	845	1042	1200	1020	483	796	918	1505	1068	1029	2200	1963	1798	1606	1738	2230	3533	1121	1463	1432	2367	1439	1088	1430	1505	1630	1153	511	1035	1301	1875	1928	1111	1500	1145	1055	827	850	1367	985	595	596	781	998	1408	595	772	1271	1282	1368	894	776	705
LJGBIDFA_00104	NODE_1_length_243214_cov_43.488979	115956	116285	-	330	1159	2427	1629	1305	1669	1999	1161	1775	2092	2343	1306	2806	2972	1620	1348	1293	1348	1337	1028	1151	1296	1575	1658	1867	1943	1996	1592	1481	2056	1196	2389	2017	1301	2504	2403	3554	1991	690	523	848	763	481	255	374	786	622	2913	10817	13658	5242	5068	5896	1906	1045	1317
LJGBIDFA_00105	NODE_1_length_243214_cov_43.488979	116347	116850	-	504	1242	2882	2588	3500	3792	4441	1196	2055	2949	5309	1907	5178	7847	5406	3734	4718	3734	4095	3034	2168	3357	4252	4770	4533	3167	4337	3313	3776	3192	2448	3355	4422	3904	4968	2892	3385	2436	1696	1142	1073	1752	1445	792	997	1098	1919	2821	1987	1887	4950	5848	5268	1746	1323	1468
LJGBIDFA_00106	NODE_1_length_243214_cov_43.488979	116967	117134	-	168	72	113	148	162	152	136	67	106	132	334	135	216	272	421	566	462	476	547	534	124	298	253	292	330	188	341	316	450	177	83	159	254	308	256	281	299	166	231	103	77	104	83	76	92	106	304	320	83	110	215	125	191	111	107	131
LJGBIDFA_00107	NODE_1_length_243214_cov_43.488979	117142	117381	-	240	113	208	264	209	200	220	169	236	203	558	178	282	449	746	906	691	984	1035	720	166	476	433	511	619	312	473	511	601	210	149	194	276	374	270	371	323	178	310	164	143	152	158	121	175	185	453	673	216	291	301	235	264	203	110	214
